date,pair,logx,logy,alpha_active,beta_active,spread,zscore
2021-03-12,GC=F/SI=F,7.449788829872321,3.2534704372048244,-2.684248678192622,0.7660882966385533,0.23052308040363823,0.3402400542740345
2021-03-15,GC=F/SI=F,7.455240661231884,3.2677802781025567,-2.684248678192622,0.7660882966385533,0.2406563371015631,0.6083516830973412
2021-03-16,GC=F/SI=F,7.456223434065357,3.2570960735231997,-2.932863990296198,0.8010366715262298,0.21725166203980972,-0.09444727748319343
2021-03-17,GC=F/SI=F,7.454025291957976,3.2592497453854787,-2.932863990296198,0.8010366715262298,0.22116612633932586,0.011291205501923751
2021-03-18,GC=F/SI=F,7.457147527708441,3.2703670671920624,-2.932863990296198,0.8010366715262298,0.2297824228126366,0.25116782277104566
2021-03-19,GC=F/SI=F,7.462444680414305,3.269264703437026,-2.932863990296198,0.8010366715262298,0.22443684548552945,0.08546993042927506
2021-03-22,GC=F/SI=F,7.460375252502772,3.2480850212203296,-2.932863990296198,0.8010366715262298,0.2049148509150518,-0.5115664361892442
2021-03-23,GC=F/SI=F,7.452808372986271,3.226844024792752,-2.932863990296198,0.8010366715262298,0.18973520246921183,-0.96955094772448
2021-03-24,GC=F/SI=F,7.457551598734758,3.2268836847464977,-2.932863990296198,0.8010366715262298,0.1859753646570912,-1.079551956756771
2021-03-25,GC=F/SI=F,7.4529243709244835,3.2197554122829812,-2.932863990296198,0.8010366715262298,0.18255367135711076,-1.1754216533120314
